threshold,tp,fp,fn,tn,tpr,fpr,precision,recall,f1
0.8008856616519443,0,1,1458,113056,0.0,8.845095836613389e-6,0.0,0.0,0.0
0.797463834842354,2,1,1456,113056,0.0013717421124828531,8.845095836613389e-6,0.6666666666666666,0.0013717421124828531,0.0027378507871321013
0.7950286274652046,3,1,1455,113056,0.00205761316872428,8.845095836613389e-6,0.75,0.00205761316872428,0.004103967168262654
0.794542479081667,24,1,1434,113056,0.01646090534979424,8.845095836613389e-6,0.96,0.01646090534979424,0.03236682400539447
0.7911477538587529,24,2,1434,113055,0.01646090534979424,1.7690191673226778e-5,0.9230769230769231,0.01646090534979424,0.03234501347708895
0.790663978572693,24,3,1434,113054,0.01646090534979424,2.653528750984017e-5,0.8888888888888888,0.01646090534979424,0.03232323232323232
0.7892144269201534,24,6,1434,113051,0.01646090534979424,5.307057501968034e-5,0.8,0.01646090534979424,0.03225806451612903
0.7877675327808564,24,9,1434,113048,0.01646090534979424,7.960586252952051e-5,0.7272727272727273,0.01646090534979424,0.03219315895372234
0.7863232912826906,24,11,1434,113046,0.01646090534979424,9.729605420274728e-5,0.6857142857142857,0.01646090534979424,0.032150033489618215
0.7858424660849693,24,12,1434,113045,0.01646090534979424,1.0614115003936068e-4,0.6666666666666666,0.01646090534979424,0.032128514056224904
0.7844017538782421,24,14,1434,113043,0.01646090534979424,1.2383134171258745e-4,0.631578947368421,0.01646090534979424,0.03208556149732621
0.7834427467659539,24,17,1434,113040,0.01646090534979424,1.5036662922242764e-4,0.5853658536585366,0.01646090534979424,0.032021347565043365
0.7810503554459441,24,19,1434,113038,0.01646090534979424,1.680568208956544e-4,0.5581395348837209,0.01646090534979424,0.031978680879413725
0.7805727545714043,24,25,1434,113032,0.01646090534979424,2.2112739591533475e-4,0.4897959183673469,0.01646090534979424,0.03185136031851361
0.7796184287816017,24,27,1434,113030,0.01646090534979424,2.3881758758856152e-4,0.47058823529411764,0.01646090534979424,0.031809145129224656
0.7748642726648458,24,28,1434,113029,0.01646090534979424,2.476626834251749e-4,0.46153846153846156,0.01646090534979424,0.03178807947019868
0.7739169260470322,25,29,1433,113028,0.017146776406035666,2.565077792617883e-4,0.46296296296296297,0.017146776406035666,0.03306878306878307
0.7734436871602896,25,33,1433,113024,0.017146776406035666,2.9188816260824183e-4,0.43103448275862066,0.017146776406035666,0.032981530343007916
0.772970737652208,25,35,1433,113022,0.017146776406035666,3.0957835428146866e-4,0.4166666666666667,0.017146776406035666,0.03293807641633729
0.7724980773458369,25,37,1433,113020,0.017146776406035666,3.2726854595469543e-4,0.4032258064516129,0.017146776406035666,0.03289473684210526
0.7720257060643335,25,39,1433,113018,0.017146776406035666,3.449587376279222e-4,0.390625,0.017146776406035666,0.0328515111695138
0.7715536236309634,25,44,1433,113013,0.017146776406035666,3.8918421681098913e-4,0.36231884057971014,0.017146776406035666,0.03274394237066142
0.7710818298691001,25,45,1433,113012,0.017146776406035666,3.980293126476025e-4,0.35714285714285715,0.017146776406035666,0.032722513089005235
0.7706103246022252,25,48,1433,113009,0.017146776406035666,4.2456460015744273e-4,0.3424657534246575,0.017146776406035666,0.032658393207054215
0.7701391076539285,25,50,1433,113007,0.017146776406035666,4.422547918306695e-4,0.3333333333333333,0.017146776406035666,0.03261578604044357
0.769668178847907,25,54,1433,113003,0.017146776406035666,4.7763517517712304e-4,0.31645569620253167,0.017146776406035666,0.03253090435914118
0.7691975380079661,25,57,1433,113000,0.017146776406035666,5.041704626869633e-4,0.3048780487804878,0.017146776406035666,0.032467532467532464
0.7687271849580187,25,62,1433,112995,0.017146776406035666,5.483959418700301e-4,0.28735632183908044,0.017146776406035666,0.032362459546925564
0.7677873415242947,25,63,1433,112994,0.017146776406035666,5.572410377066436e-4,0.2840909090909091,0.017146776406035666,0.03234152652005175
0.7673178507888821,25,65,1433,112992,0.017146776406035666,5.749312293798703e-4,0.2777777777777778,0.017146776406035666,0.03229974160206719
0.766848647140191,25,68,1433,112989,0.017146776406035666,6.014665168897105e-4,0.26881720430107525,0.017146776406035666,0.032237266279819474
0.7663797304026719,25,70,1433,112987,0.017146776406035666,6.191567085629373e-4,0.2631578947368421,0.017146776406035666,0.032195750160978746
0.765911100400883,25,71,1433,112986,0.017146776406035666,6.280018043995507e-4,0.2604166666666667,0.017146776406035666,0.032175032175032175
0.7654427569594894,25,73,1433,112984,0.017146776406035666,6.456919960727774e-4,0.25510204081632654,0.017146776406035666,0.032133676092544985
0.7635722452949264,25,75,1433,112982,0.017146776406035666,6.633821877460042e-4,0.25,0.017146776406035666,0.03209242618741977
0.762638704274189,25,76,1433,112981,0.017146776406035666,6.722272835826176e-4,0.24752475247524752,0.017146776406035666,0.032071840923669014
0.7617063045977616,25,79,1433,112978,0.017146776406035666,6.987625710924577e-4,0.2403846153846154,0.017146776406035666,0.03201024327784891
0.7612405323275336,25,80,1433,112977,0.017146776406035666,7.076076669290712e-4,0.23809523809523808,0.017146776406035666,0.03198976327575176
0.7603098420517218,25,81,1433,112976,0.017146776406035666,7.164527627656846e-4,0.2358490566037736,0.017146776406035666,0.0319693094629156
0.7598449236979267,25,84,1433,112973,0.017146776406035666,7.429880502755247e-4,0.22935779816513763,0.017146776406035666,0.031908104658583285
0.7593802896349083,25,87,1433,112970,0.017146776406035666,7.695233377853649e-4,0.22321428571428573,0.017146776406035666,0.03184713375796178
0.7589159396888273,25,88,1433,112969,0.017146776406035666,7.783684336219783e-4,0.22123893805309736,0.017146776406035666,0.031826861871419476
0.7584518736859501,25,89,1433,112968,0.017146776406035666,7.872135294585917e-4,0.21929824561403508,0.017146776406035666,0.03180661577608143
0.755673430760279,25,92,1433,112965,0.017146776406035666,8.137488169684318e-4,0.21367521367521367,0.017146776406035666,0.03174603174603175
0.7552113475042109,25,95,1433,112962,0.017146776406035666,8.40284104478272e-4,0.20833333333333334,0.017146776406035666,0.031685678073510776
0.7542880284907635,25,99,1433,112958,0.017146776406035666,8.756644878247256e-4,0.20161290322580644,0.017146776406035666,0.0316055625790139
