threshold,fpr,tpr
0.0,0.0,0.0
0.7723469405580857,0.0,0.5
0.7083694908255227,0.0,1.0
0.6984377635778293,0.027777777777777776,1.0
0.6952963065733222,0.05555555555555555,1.0
0.6936918928472727,0.08333333333333333,1.0
0.6839575719066129,0.1111111111111111,1.0
0.6773377287061636,0.1388888888888889,1.0
0.6686662100002141,0.16666666666666666,1.0
0.6672842338924828,0.19444444444444445,1.0
0.6646434248430199,0.2222222222222222,1.0
0.6635974888973919,0.25,1.0
0.6619249270417619,0.2777777777777778,1.0
0.6602457504185146,0.3055555555555556,1.0
0.655427506581615,0.3333333333333333,1.0
0.6521206159036244,0.3611111111111111,1.0
0.6512184837132744,0.3888888888888889,1.0
0.6499022272537501,0.4166666666666667,1.0
0.6483518742963477,0.4444444444444444,1.0
0.6469755209129736,0.4722222222222222,1.0
0.643643818092594,0.5,1.0
0.6429653020845311,0.5277777777777778,1.0
0.6427330422423386,0.5555555555555556,1.0
0.6424726307375694,0.5833333333333334,1.0
0.6400089809522945,0.6111111111111112,1.0
0.6366375531725186,0.6388888888888888,1.0
0.6343321655419675,0.6666666666666666,1.0
0.6335304626700347,0.6944444444444444,1.0
0.6305233988664067,0.7222222222222222,1.0
0.6290610701109528,0.75,1.0
0.6280320533699755,0.7777777777777778,1.0
0.6237332222911969,0.8055555555555556,1.0
0.6222041015108724,0.8333333333333334,1.0
0.6204171192148641,0.8888888888888888,1.0
0.618178391162248,0.9166666666666666,1.0
0.6181488735772678,0.9444444444444444,1.0
0.6176725839527231,0.9722222222222222,1.0
0.6079258231035366,1.0,1.0
1.0,1.0,1.0
