dataset_file,Elliptic_Envelope,HST_C_baseline,HST_C_proposed,LOF,OCSVM
10_cover.csv,0.6998296318174287,0.5762890663822796,0.5727188710300548,0.9975141003253556,0.8115334421420852
11_donors.csv,0.9218643946872548,0.9913705570757576,0.9920556319447984,0.988140838517128,0.9780983236427544
12_fault.csv,0.6097015988320336,0.7418371518458614,0.7360027372424944,0.6429423494640885,0.5936687675818111
13_fraud.csv,0.9105035972316396,0.9450761025291238,0.9392296983602412,0.8641721829573918,0.9378322231275822
14_glass.csv,0.7707317073170732,0.8863636363636364,0.8787878787878788,0.8292682926829269,0.3024390243902439
15_Hepatitis.csv,0.7884615384615384,0.5952380952380952,0.5357142857142856,0.4855769230769231,0.6826923076923077
16_http.csv,0.9993949718012708,0.9920956417818412,0.9889459914331749,0.968997602627407,0.9958973699225748
17_InternetAds.csv,0.5714331977512371,0.6269526482792287,0.6226430925067123,0.783291017902018,0.707466514676546
18_Ionosphere.csv,0.967871485943775,0.9623767514270888,0.9665282823040996,0.9528781793842036,0.96091030789826
19_landsat.csv,0.6004528318722255,0.5826955733791053,0.5728507128151523,0.7439614981373665,0.4069296660643779
1_ALOI.csv,0.5347298700687195,0.512831184378042,0.5106638783382356,0.737704032918366,0.521177464626621
20_letter.csv,0.8286363636363636,0.8519821475452883,0.8664741401942772,0.8680303030303029,0.4937373737373738
21_Lymphography.csv,1.0,1.0,0.9722222222222222,1.0,1.0
22_magic.gamma.csv,0.7388532065083782,0.7684190525468695,0.7664375003990289,0.834659295737848,0.7398871135894012
23_mammography.csv,0.7136136280873122,0.8423249683961416,0.8516608838322751,0.853193346614399,0.8225558554505923
24_mnist.csv,0.8951847669238974,0.2409038162870174,0.1898765999626495,0.94908400777966,0.8943707258924651
25_musk.csv,0.999025084317032,1.0,1.0,1.0,1.0
2_annthyroid.csv,0.9088884437018344,0.885644974753886,0.8817511928707656,0.7253823399031576,0.6712111266452977
4_breastw.csv,0.9880573248407644,0.922161172161172,0.9210164835164836,0.9695280833815866,0.9952229299363056
5_campaign.csv,0.791873363896716,0.7408723238482181,0.7386244572621885,0.6627725550463048,0.6230621785601335
6_cardio.csv,0.842405458901969,0.8095308278064353,0.7979120609186934,0.9398374830711532,0.971559537451818
7_Cardiotocography.csv,0.6576636337534528,0.5469862018881625,0.5357505965349101,0.8149361900141581,0.8002633585141035
8_celeba.csv,0.8607644796681002,0.7067583993721032,0.7148936417111889,0.4236482057945676,0.5487021619739477
