threshold,tp,fp,fn,tn,tpr,fpr,precision,recall,f1
0.6573049081392588,1,0,174,112,0.005714285714285714,0.0,1.0,0.005714285714285714,0.011363636363636362
0.6454848376638694,1,1,174,111,0.005714285714285714,0.008928571428571428,0.5,0.005714285714285714,0.01129943502824859
0.6435137270381095,2,1,173,111,0.011428571428571429,0.008928571428571428,0.6666666666666666,0.011428571428571429,0.02247191011235955
0.6407506337974943,3,1,172,111,0.017142857142857144,0.008928571428571428,0.75,0.017142857142857144,0.033519553072625705
0.6293699634046562,4,1,171,111,0.022857142857142857,0.008928571428571428,0.8,0.022857142857142857,0.04444444444444444
0.6288092595887935,5,1,170,111,0.02857142857142857,0.008928571428571428,0.8333333333333334,0.02857142857142857,0.05524861878453038
0.6256595839371069,6,1,169,111,0.03428571428571429,0.008928571428571428,0.8571428571428571,0.03428571428571429,0.06593406593406594
0.6229187179741612,7,1,168,111,0.04,0.008928571428571428,0.875,0.04,0.07650273224043716
0.6199410826765913,8,1,167,111,0.045714285714285714,0.008928571428571428,0.8888888888888888,0.045714285714285714,0.08695652173913045
0.6171707596948728,9,1,166,111,0.05142857142857143,0.008928571428571428,0.9,0.05142857142857143,0.0972972972972973
0.6141580861517703,9,2,166,110,0.05142857142857143,0.017857142857142856,0.8181818181818182,0.05142857142857143,0.09677419354838711
0.6133536201422628,10,2,165,110,0.05714285714285714,0.017857142857142856,0.8333333333333334,0.05714285714285714,0.106951871657754
0.6109109497019449,11,2,164,110,0.06285714285714286,0.017857142857142856,0.8461538461538461,0.06285714285714286,0.1170212765957447
0.6103769001374632,11,3,164,109,0.06285714285714286,0.026785714285714284,0.7857142857142857,0.06285714285714286,0.11640211640211641
0.6103595796843475,12,3,163,109,0.06857142857142857,0.026785714285714284,0.8,0.06857142857142857,0.12631578947368421
0.6070511891792932,13,3,162,109,0.07428571428571429,0.026785714285714284,0.8125,0.07428571428571429,0.13612565445026178
0.6051960741228452,14,3,161,109,0.08,0.026785714285714284,0.8235294117647058,0.08,0.14583333333333334
0.6045442004730607,15,3,160,109,0.08571428571428572,0.026785714285714284,0.8333333333333334,0.08571428571428572,0.15544041450777202
0.6026222319825701,16,3,159,109,0.09142857142857143,0.026785714285714284,0.8421052631578947,0.09142857142857143,0.16494845360824742
0.6016106855618739,17,3,158,109,0.09714285714285714,0.026785714285714284,0.85,0.09714285714285714,0.17435897435897438
0.6014118584615623,18,3,157,109,0.10285714285714286,0.026785714285714284,0.8571428571428571,0.10285714285714286,0.18367346938775508
0.5991927251528265,19,3,156,109,0.10857142857142857,0.026785714285714284,0.8636363636363636,0.10857142857142857,0.19289340101522842
0.598131697557841,20,3,155,109,0.11428571428571428,0.026785714285714284,0.8695652173913043,0.11428571428571428,0.20202020202020202
0.5976878049158776,21,3,154,109,0.12,0.026785714285714284,0.875,0.12,0.21105527638190955
0.595061456651929,22,3,153,109,0.12571428571428572,0.026785714285714284,0.88,0.12571428571428572,0.22
0.5941516989126817,23,3,152,109,0.13142857142857142,0.026785714285714284,0.8846153846153846,0.13142857142857142,0.22885572139303478
0.5934481519683692,23,4,152,108,0.13142857142857142,0.03571428571428571,0.8518518518518519,0.13142857142857142,0.2277227722772277
0.5926523487513302,24,4,151,108,0.13714285714285715,0.03571428571428571,0.8571428571428571,0.13714285714285715,0.23645320197044337
0.5919358707983094,25,4,150,108,0.14285714285714285,0.03571428571428571,0.8620689655172413,0.14285714285714285,0.2450980392156863
0.5903758530242359,26,4,149,108,0.14857142857142858,0.03571428571428571,0.8666666666666667,0.14857142857142858,0.25365853658536586
0.5894228406595226,27,4,148,108,0.15428571428571428,0.03571428571428571,0.8709677419354839,0.15428571428571428,0.2621359223300971
0.5886455132165128,28,4,147,108,0.16,0.03571428571428571,0.875,0.16,0.2705314009661836
0.5883724955494364,29,4,146,108,0.1657142857142857,0.03571428571428571,0.8787878787878788,0.1657142857142857,0.27884615384615385
0.5872092556605898,30,4,145,108,0.17142857142857143,0.03571428571428571,0.8823529411764706,0.17142857142857143,0.28708133971291866
0.5871907847345703,31,4,144,108,0.17714285714285713,0.03571428571428571,0.8857142857142857,0.17714285714285713,0.29523809523809524
0.5855505621483607,32,4,143,108,0.18285714285714286,0.03571428571428571,0.8888888888888888,0.18285714285714286,0.3033175355450237
0.5850738061492952,33,4,142,108,0.18857142857142858,0.03571428571428571,0.8918918918918919,0.18857142857142858,0.3113207547169811
0.5837562723636479,34,4,141,108,0.19428571428571428,0.03571428571428571,0.8947368421052632,0.19428571428571428,0.3192488262910798
0.5835557757906963,35,4,140,108,0.2,0.03571428571428571,0.8974358974358975,0.2,0.3271028037383178
0.5834672891855412,36,4,139,108,0.2057142857142857,0.03571428571428571,0.9,0.2057142857142857,0.33488372093023255
0.5833849107696477,36,5,139,107,0.2057142857142857,0.044642857142857144,0.8780487804878049,0.2057142857142857,0.3333333333333333
0.5833538187995944,37,5,138,107,0.21142857142857144,0.044642857142857144,0.8809523809523809,0.21142857142857144,0.3410138248847926
0.5832803763065836,37,6,138,106,0.21142857142857144,0.05357142857142857,0.8604651162790697,0.21142857142857144,0.33944954128440363
0.5819341464133685,38,6,137,106,0.21714285714285714,0.05357142857142857,0.8636363636363636,0.21714285714285714,0.3470319634703196
0.5812350541943648,39,6,136,106,0.22285714285714286,0.05357142857142857,0.8666666666666667,0.22285714285714286,0.35454545454545455
0.5810851242230579,39,7,136,105,0.22285714285714286,0.0625,0.8478260869565217,0.22285714285714286,0.35294117647058826
0.5787571342615934,40,7,135,105,0.22857142857142856,0.0625,0.851063829787234,0.22857142857142856,0.36036036036036034
0.5772531181468057,41,7,134,105,0.2342857142857143,0.0625,0.8541666666666666,0.2342857142857143,0.36771300448430494
0.5767108750302524,41,8,134,104,0.2342857142857143,0.07142857142857142,0.8367346938775511,0.2342857142857143,0.3660714285714286
