threshold,fpr,tpr
0.0,0.0,0.0
0.6608992130897462,1.0,1.0
0.6622531333925085,1.0,0.9978308026030369
0.663429540632688,1.0,0.9956616052060737
0.6726775263545708,1.0,0.9934924078091106
0.6736950879325004,1.0,0.9869848156182213
0.6742843377375667,1.0,0.9848156182212582
0.6743510152407928,1.0,0.982646420824295
0.6765087627742855,1.0,0.9804772234273319
0.67795109545097,1.0,0.9783080260303688
0.6806033634396619,1.0,0.9761388286334056
0.6822965702438405,1.0,0.9739696312364425
0.683751242662889,1.0,0.9718004338394793
0.683996916155804,1.0,0.9696312364425163
0.6852090164779273,1.0,0.9674620390455532
0.6855739452993738,0.9992641648270787,0.9674620390455532
0.6859390684747202,0.9992641648270787,0.96529284164859
0.6865405214532719,0.9985283296541575,0.96529284164859
0.6870280819948492,0.9985283296541575,0.9631236442516269
0.6880658544522391,0.9985283296541575,0.9609544468546638
0.6881338947590687,0.9985283296541575,0.9587852494577006
0.6888670630505661,0.9977924944812362,0.9587852494577006
0.689291318667411,0.9977924944812362,0.9566160520607375
0.6899536760493367,0.9977924944812362,0.9544468546637744
0.6903357439156224,0.9977924944812362,0.9522776572668112
0.6907559855003359,0.9977924944812362,0.9479392624728851
0.6911141607840521,0.9977924944812362,0.9457700650759219
0.6914393090904706,0.9970566593083149,0.9457700650759219
0.6929134740448986,0.9963208241353937,0.9457700650759219
0.6932139567248762,0.9963208241353937,0.9392624728850325
0.6936517347115947,0.9963208241353937,0.9370932754880694
0.6940211599584248,0.9963208241353937,0.9349240780911063
0.6942605117466601,0.9963208241353937,0.9327548806941431
0.6946772009318023,0.9963208241353937,0.93058568329718
0.6951197482583042,0.9963208241353937,0.928416485900217
0.6955008294799451,0.9955849889624724,0.928416485900217
0.6957401290271943,0.9948491537895512,0.9262472885032538
0.6959389460422151,0.9948491537895512,0.9240780911062907
0.6962418468295749,0.9948491537895512,0.9219088937093276
0.6969147383513895,0.9941133186166299,0.9197396963123644
0.697173371862851,0.9941133186166299,0.9175704989154013
0.6972234634314101,0.9941133186166299,0.9154013015184381
0.6977262509080074,0.9933774834437086,0.9154013015184381
0.6980830697311233,0.9933774834437086,0.913232104121475
0.6981639468240984,0.9933774834437086,0.911062906724512
0.6984696393200696,0.9926416482707874,0.911062906724512
0.6987725314371483,0.9926416482707874,0.9088937093275488
